,earnings,gender,age,region,education,experience
10964,19.23077011,male,29,Midwest,13,10
10965,11.53846169,female,47,Midwest,13,28
10966,20.43269157,male,61,Midwest,18,37
10967,31.25,female,60,Midwest,16,38
10968,11.53846169,female,51,Midwest,14,31
10969,26.92307663,male,51,Midwest,18,27
10970,26.44230843,male,56,Midwest,12,38
10971,8.653845787,female,52,Midwest,12,34
10972,23.55769157,female,59,Midwest,14,39
10973,11.05769253,male,48,South,12,30
10974,32.85085297,male,47,Midwest,18,23
10975,7.211538315,male,21,West,12,3
10976,26.92307663,male,54,Midwest,13,35
10977,18.80341911,male,38,Midwest,16,16
10978,8.11965847,male,49,Midwest,12,31
10979,9.375,female,49,Midwest,12,31
10980,12.08791256,female,37,Midwest,14,17
10981,9.615385056,male,53,South,12,35
10982,36.82487869,male,61,South,18,37
10983,10.72115421,female,37,South,13,18
10984,7.692307472,male,46,South,12,28
10985,5.769230843,female,47,South,12,29
10986,8.974358559,male,29,South,12,11
10987,16.48351669,male,31,Midwest,16,9
10988,10.01602554,male,59,South,6,47
10989,13.46153831,male,33,South,14,13
10990,6.25,male,45,South,13,26
10991,8.653845787,male,53,South,16,31
10992,28.84615326,male,45,South,13,26
10993,12.5,male,22,South,13,3
10994,7.692307472,male,33,South,13,14
10995,11.10000038,female,29,South,13,10
10996,17.91958046,male,35,South,12,17
10997,16.15384674,male,37,Midwest,14,17
10998,15.74074078,male,36,South,13,17
10999,12.01923084,female,63,South,12,45
11000,14.42307663,male,60,South,13,41
11001,10.625,male,27,South,12,9
11002,9.615385056,male,61,South,12,43
11003,14.18269253,female,48,South,12,30
11004,13.84615421,female,40,South,13,21
11005,12.01923084,female,24,South,13,5
11006,18.26922989,male,25,South,11,8
11007,8.07692337,female,64,West,16,42
11008,8.338187218,male,64,West,13,45
11009,11.53846169,male,23,West,13,4
11010,12.5,male,40,West,12,22
11011,11.05769253,female,38,West,12,20
11012,19.23077011,female,26,West,16,4
11013,15.38461494,female,44,West,13,25
11014,22.97847939,male,51,West,16,29
11015,32.11538315,male,43,West,16,21
11016,29.9145298,female,38,West,16,16
11017,10.10576916,female,25,West,12,7
11018,28.84615326,female,55,West,16,33
11019,35.66433716,male,37,West,16,15
11020,9.615385056,male,62,West,12,44
11021,19.85577011,male,58,West,12,40
11022,12.44759655,female,57,West,13,38
11023,8.653845787,female,64,West,12,46
11024,23.23846245,male,60,West,13,41
11025,15.38461494,male,36,West,14,16
11026,13.46153831,male,27,West,12,9
11027,20.19230843,female,45,West,20,19
11028,12.01923084,female,37,West,14,17
11029,12.74038506,male,41,West,13,22
11030,24.03846169,male,44,West,13,25
11031,33.65384674,female,52,West,18,28
11032,26.44230843,male,61,West,13,42
11033,50.96154022,male,27,West,14,7
11034,14.42307663,male,28,West,16,6
11035,24,male,35,West,10,19
11036,41.38461685,male,57,Midwest,16,35
11037,21.15384674,female,57,Midwest,16,35
11038,5.961538315,male,55,Midwest,12,37
11039,3.75,female,22,South,14,2
11040,6.490384579,male,35,Midwest,14,15
11041,6.009615421,female,39,Midwest,12,21
11042,3.846153736,female,42,Midwest,12,24
11043,10.2564106,male,39,Midwest,16,17
11044,15.38461494,male,27,Midwest,12,9
11045,16.23931694,female,26,Midwest,16,4
11046,26.44230843,male,37,Midwest,14,17
11047,13.94230747,female,33,Midwest,16,11
11048,24.03846169,female,53,Midwest,14,33
11049,18.5,male,53,Midwest,20,27
11050,15.38461494,male,29,Midwest,12,11
11051,10.96153831,male,53,Midwest,12,35
11052,18.75,male,60,Midwest,12,42
11053,12.98076916,female,56,Midwest,13,37
11054,8.413461685,female,50,Midwest,12,32
11055,14.7299509,male,51,Midwest,12,33
11056,40.06410217,female,51,Midwest,14,31
11057,16.10577011,female,28,Midwest,18,4
11058,10,female,28,Midwest,12,10
11059,10,female,51,West,16,29
11060,13.41681576,male,52,Midwest,12,34
11061,18.46153831,male,34,Midwest,13,15
11062,12.08791256,female,34,Midwest,16,12
11063,10.53113556,male,34,Midwest,12,16
11064,10.3189497,female,31,Midwest,12,13
11065,3.485576868,male,23,Midwest,16,1
11066,15.86538506,female,58,Midwest,16,36
11067,12.5,female,29,Midwest,16,7
11068,40.4858284,female,59,Midwest,20,33
11069,32.05128098,male,58,Midwest,20,32
11070,20.60439491,male,27,Midwest,16,5
11071,22.89377213,female,29,Midwest,16,7
11072,9.925000191,male,58,Midwest,14,38
11073,30.65240479,female,59,Midwest,14,39
11074,14,male,26,Midwest,12,8
11075,17.12932777,female,29,South,16,7
11076,6.778846264,male,30,Midwest,11,13
11077,17.42788506,female,37,Midwest,14,17
11078,32.69230652,female,45,Midwest,14,25
11079,8.571428299,male,23,South,12,5
11080,48.07692337,male,64,South,18,40
11081,28.84615326,male,40,South,12,22
11082,5.17751503,female,44,South,12,26
11083,25,male,30,South,16,8
11084,19.23077011,male,44,South,12,26
11085,6.75,male,39,South,11,22
11086,36.75213623,male,50,South,16,28
11087,15.30612278,female,27,South,13,8
11088,8.07692337,male,23,South,12,5
11089,26.53846169,female,45,South,18,21
11090,15.38461494,female,59,South,13,40
11091,13.46153831,male,53,South,16,31
11092,12.08791256,female,50,South,12,32
11093,11.53846169,female,29,South,11,12
11094,19.23077011,female,58,South,13,39
11095,40.38461685,female,48,South,16,26
11096,43.26922989,male,44,South,16,22
11097,12.01923084,female,55,South,13,36
11098,19.23077011,male,44,South,13,25
11099,13.42500019,female,53,South,12,35
11100,17.72500038,male,52,South,13,33
11101,9.615385056,male,49,South,12,31
11102,21.15384674,male,60,South,11,43
11103,7.692307472,male,31,South,12,13
11104,33.46154022,male,48,South,14,28
11105,23.07692337,male,52,South,16,30
11106,21.15384674,female,52,South,16,30
11107,4.550000191,male,61,South,6,49
11108,11.85897446,male,40,South,8,26
11109,10.11904716,female,54,South,8,40
11110,12.39316273,female,33,South,12,15
11111,28.84615326,male,43,South,12,25
11112,8.625,male,51,South,14,31
11113,12.5,female,53,South,16,31
11114,14.42307663,male,23,South,16,1
11115,18.75,female,56,South,16,34
11116,20,male,54,South,13,35
11117,11.14285755,male,43,South,16,21
11118,13.94230747,male,48,South,10,32
11119,48.07692337,male,38,South,16,16
11120,16.82692337,female,39,South,12,21
11121,28.84615326,male,39,South,13,20
11122,16.02564049,male,28,South,13,9
11123,12.5,female,29,South,13,10
11124,10.89743614,female,42,South,13,23
11125,4.437870026,male,38,South,9,23
11126,13.46153831,female,25,South,16,3
11127,22.5,male,38,South,12,20
11128,11.53846169,male,23,South,13,4
11129,15.75854683,female,39,South,13,20
11130,38.46154022,male,40,South,13,21
11131,4.939705849,female,24,Midwest,16,2
11132,15.38461494,male,36,South,12,18
11133,15.86538506,male,42,South,8,28
11134,6,female,42,South,8,28
11135,11.05769253,male,58,South,11,41
11136,19.23077011,male,50,South,12,32
11137,8.653845787,female,47,South,11,30
11138,12.98076916,female,48,South,14,28
11139,12.5,male,49,South,14,29
11140,11.05769253,female,46,South,12,28
11141,16.34615326,male,23,South,14,3
11142,24.51922989,male,51,South,12,33
11143,9.230769157,male,44,South,12,26
11144,11.88811207,male,32,South,12,14
11145,29.23077011,male,34,West,12,16
11146,15.07276535,male,33,South,11,16
11147,16.82692337,female,62,South,12,44
11148,31.25,male,41,South,12,23
11149,14.10256386,male,40,South,14,20
11150,13.33333302,male,33,South,12,15
11151,9.15750885,female,31,South,12,13
11152,8.603239059,female,45,South,8,31
11153,23.2558136,male,36,South,13,17
11154,24.03846169,female,26,South,13,7
11155,8.653845787,male,43,South,14,23
11156,25.64102554,male,30,South,13,11
11157,12.01923084,male,24,South,12,6
11158,11,female,30,South,12,12
11159,15.14423084,male,30,South,12,12
11160,5.392157078,female,45,South,12,27
11161,12.5,female,43,South,13,24
11162,18.26922989,female,34,South,18,10
11163,48.07692337,male,59,South,16,37
11164,12.23776245,male,52,South,8,38
11165,14.84375,male,60,South,8,46
11166,9.730288506,female,35,West,12,17
11167,10.38461494,female,56,West,14,36
11168,21.63461494,female,46,West,12,28
11169,7.692307472,male,24,West,12,6
11170,31.25,female,51,West,20,25
11171,15.625,male,50,West,13,31
11172,20.5128212,male,32,West,18,8
11173,20.67307663,female,54,West,18,30
11174,14.42307663,female,58,West,12,40
11175,20.19230843,male,31,West,16,9
11176,18.75,female,30,West,12,12
11177,3.846153736,male,33,West,12,15
11178,11.88461494,female,56,West,16,34
11179,6.903846264,male,56,Midwest,16,34
11180,42.73504257,male,41,West,16,19
11181,10,female,48,West,12,30
11182,7.211538315,female,21,West,13,2
11183,7.211538315,male,21,West,13,2
11184,7.5,female,26,West,12,8
11185,20.5128212,male,41,West,12,23
11186,14.58333302,male,30,West,16,8
11187,44.23077011,male,32,West,13,13
11188,37.5,female,36,West,16,14
11189,7.211538315,male,30,West,13,11
11190,12.5,male,24,West,12,6
11191,11.02564144,male,30,West,13,11
11192,11.53846169,female,30,West,14,10
11193,7.211538315,female,43,West,11,26
11194,35.25640869,male,47,West,20,21
11195,9.134614944,female,23,West,12,5
11196,37.98077011,male,28,West,16,6
11197,11.05769253,male,60,West,13,41
11198,11.05769253,female,59,West,12,41
11199,5.555555344,female,30,West,12,12
11200,17.8571434,male,50,West,14,30
11201,23.50427437,female,43,West,16,21
11202,9.615385056,male,21,West,13,2
11203,21.63461494,male,27,West,14,7
11204,14.42307663,female,42,South,12,24
11205,12.01923084,female,41,West,14,21
11206,48.07692337,male,64,West,13,45
11207,23.50427437,male,39,West,13,20
11208,9.615385056,male,54,West,12,36
11209,46.15384674,male,48,West,18,24
11210,20.67307663,female,49,West,16,27
11211,27.97202873,male,36,West,13,17
11212,6.293706417,male,24,West,14,4
11213,19.23077011,female,40,West,12,22
11214,24.03846169,male,41,West,13,22
11215,37.7408638,female,32,West,16,10
11216,32.21154022,female,35,West,16,13
11217,34.03845978,male,33,West,14,13
11218,11.94615364,female,32,West,12,14
11219,12.98076916,male,59,West,13,40
11220,8.352758408,female,60,West,12,42
11221,9.75,female,52,West,12,34
11222,8.516483307,male,59,West,13,40
11223,10.09615421,female,47,West,12,29
11224,20.19230843,female,32,West,16,10
11225,13.94230747,male,26,West,13,7
11226,48.07692337,male,50,West,18,26
11227,17.30769157,male,39,West,13,20
11228,12.01923084,male,42,West,13,23
11229,7.692307472,male,59,West,12,41
11230,17.30769157,male,25,West,16,3
11231,13.46153831,female,25,West,16,3
11232,10.02403831,male,29,West,11,12
11233,12.01923084,female,29,West,13,10
11234,25.96153831,male,46,West,12,28
11235,11.85817337,female,31,West,12,13
11236,26.92307663,female,40,West,16,18
11237,14.0625,female,40,West,16,18
11238,27.5,female,40,West,16,18
11239,25.38461494,male,43,West,16,21
11240,10.68376064,female,40,West,8,26
11241,8.20512867,male,43,West,8,29
11242,27.32793617,female,48,West,13,29
11243,19.23077011,female,56,West,13,37
11244,13.94230747,female,54,West,12,36
11245,14.33566475,male,61,West,10,45
11246,20.38461494,male,52,West,14,32
11247,24.03846169,male,52,West,12,34
11248,6.25,male,28,West,12,10
11249,7.75,male,45,West,12,27
11250,10.36428547,female,43,West,12,25
11251,40.46076965,male,43,West,12,25
11252,10.91476059,female,30,West,12,12
11253,24.03846169,male,28,West,14,8
11254,21.63461494,male,58,West,13,39
11255,8.333333015,male,24,West,12,6
11256,9.615385056,female,49,West,12,31
11257,11.97916698,male,56,West,14,36
11258,34.92063522,male,29,West,12,11
11259,19.10000038,male,60,West,16,38
11260,12.75,female,53,West,13,34
11261,8.653845787,male,31,West,14,11
11262,25.48077011,female,47,West,18,23
11263,26.44230843,female,54,West,16,32
11264,12.25961494,male,45,West,20,19
11265,13.73317337,female,44,West,13,25
11266,10.78173065,male,54,West,12,36
11267,19.23077011,female,49,West,12,31
11268,28.84615326,male,52,West,16,30
11269,19.93221092,male,28,West,12,10
11270,15.38461494,female,26,West,16,4
11271,16.58653831,female,49,Midwest,12,31
11272,9.615385056,male,48,Midwest,12,30
11273,21.36752129,male,38,Midwest,16,16
11274,27.40384674,male,39,Midwest,12,21
11275,19.23077011,male,55,Midwest,12,37
11276,12.14574909,female,51,Midwest,12,33
11277,13.94230747,male,29,Midwest,14,9
11278,8.164006233,female,38,Midwest,12,20
11279,22.35577011,male,37,Midwest,13,18
11280,17.94871712,male,42,Midwest,12,24
11281,7.692307472,female,22,Midwest,13,3
11282,12.01923084,female,57,Midwest,12,39
11283,12.98076916,female,55,Midwest,16,33
11284,28.84615326,male,31,Midwest,12,13
11285,20.76922989,male,36,Midwest,13,17
11286,19.23077011,male,39,Midwest,14,19
11287,2.582417488,female,21,Midwest,14,1
11288,5.048077106,male,24,Midwest,16,2
11289,13.70192337,female,47,Midwest,16,25
11290,12.98076916,male,22,Midwest,13,3
11291,12.01923084,male,33,Midwest,13,14
11292,6.656804562,female,33,Midwest,13,14
11293,17.09401703,male,28,Midwest,12,10
11294,14.28571415,female,33,Midwest,14,13
11295,16.82692337,male,35,Midwest,14,15
11296,12.5,female,44,Midwest,12,26
11297,25,male,53,Midwest,18,29
11298,17.52136803,female,22,Midwest,16,0
11299,26.44230843,male,41,Midwest,14,21
11300,37.69230652,male,33,Midwest,16,11
11301,38.46154022,male,33,Midwest,18,9
11302,21.15384674,male,40,Midwest,13,21
11303,14.42307663,female,40,Midwest,13,21
11304,42.30769348,male,62,Midwest,16,40
11305,16.73077011,female,56,Midwest,13,37
11306,17.30769157,female,53,Midwest,12,35
11307,14.42307663,female,43,Midwest,12,25
11308,15.81196594,male,23,Midwest,14,3
11309,33.9743576,male,51,Midwest,16,29
11310,25,male,51,Midwest,13,32
11311,25,male,51,Midwest,16,29
11312,14.42307663,female,46,Midwest,12,28
11313,10.98901081,male,57,Midwest,14,37
11314,9.890110016,female,46,Midwest,12,28
11315,22,male,46,Midwest,12,28
11316,16.34615326,female,54,Midwest,12,36
11317,27.47252655,male,55,West,12,37
11318,28.84615326,male,44,West,11,27
11319,24.03846169,female,43,West,14,23
11320,25.95761299,male,47,West,13,28
11321,13.67307663,female,25,West,16,3
11322,11.05769253,female,48,West,14,28
11323,19.19519234,male,52,West,13,33
11324,20.97902107,male,31,West,12,13
11325,32.342659,male,55,West,10,39
11326,16.10577011,male,35,West,16,13
11327,14.42307663,female,30,West,14,10
11328,7.192307472,male,24,West,11,7
11329,3.333333254,female,24,West,11,7
11330,9,male,21,West,13,2
11331,24.03846169,male,49,Northeast,18,25
11332,7.692307472,male,48,West,16,26
11333,7.591093063,female,50,West,13,31
11334,13.94230747,male,27,West,12,9
11335,7.692307472,male,64,West,9,49
11336,26.60256386,male,62,West,13,43
11337,8.846154213,female,60,West,12,42
11338,13.54038429,male,39,West,14,19
11339,7.307692528,female,49,West,12,31
11340,19.23077011,male,28,West,16,6
11341,11.53846169,male,44,West,13,25
11342,20.60439491,male,39,West,16,17
11343,11.53846169,male,26,South,12,8
11344,9.615385056,female,38,South,12,20
11345,36.05769348,male,26,South,13,7
11346,12.12788486,male,39,South,13,20
11347,12.30769253,female,34,South,16,12
11348,24.03846169,male,57,South,13,38
11349,8.947368622,female,30,South,12,12
11350,26.68269157,male,32,South,11,15
11351,5.788461685,male,22,South,13,3
11352,14.42307663,male,25,South,14,5
11353,8.07692337,female,53,South,12,35
11354,10.77762222,female,47,South,12,29
11355,9.615385056,male,28,South,12,10
11356,7.211538315,female,25,South,12,7
11357,12.01923084,male,29,South,12,11
11358,9.615385056,female,49,South,13,30
11359,25.96153831,male,60,South,18,36
11360,11.53846169,female,30,South,16,8
11361,9.615385056,male,30,South,12,12
11362,4.759615421,female,21,South,13,2
11363,10.89743614,female,32,South,12,14
11364,5.769230843,female,42,South,12,24
11365,7.692307472,female,31,West,11,14
11366,16.66666603,male,30,South,12,12
11367,24.77179527,male,39,Midwest,13,20
11368,32.05128098,male,36,Midwest,18,12
11369,22.11538506,male,44,South,16,22
11370,9.199999809,male,21,South,14,1
11371,3.663003683,female,47,South,12,29
11372,28.84615326,male,36,South,16,14
11373,18.26922989,female,41,South,16,19
11374,53.84615326,male,61,South,16,39
11375,16.34615326,male,42,South,16,20
11376,15.38461494,female,39,South,12,21
11377,21.63461494,male,22,Northeast,16,0
11378,16.82692337,male,35,Northeast,12,17
11379,19.23077011,male,53,Northeast,16,31
11380,19.78022003,female,37,Northeast,16,15
11381,5.341880322,male,35,Northeast,18,11
11382,11.46449661,female,44,Northeast,12,26
11383,22.72727203,male,42,Northeast,12,24
11384,8.163265228,male,49,Northeast,13,30
11385,10.57692337,female,49,Northeast,12,31
11386,36.05769348,female,39,Northeast,16,17
11387,16.48351669,male,31,Northeast,12,13
11388,17.37980843,male,35,Northeast,12,17
11389,28.36538506,male,35,Northeast,12,17
11390,19.23077011,female,31,Northeast,16,9
11391,32.05128098,male,42,Northeast,12,24
11392,13.46153831,female,43,Northeast,13,24
11393,12,female,40,Northeast,12,22
11394,5.769230843,male,21,South,13,2
11395,16.66666603,female,27,Northeast,12,9
11396,13.33333302,male,35,Northeast,12,17
11397,57.08791351,female,43,South,13,24
11398,21.15384674,male,42,South,11,25
11399,10.57692337,female,41,South,12,23
11400,10.57692337,male,42,South,12,24
11401,15.68825912,female,43,South,14,23
11402,9.615385056,female,30,South,11,13
11403,40.59828949,male,58,South,16,36
11404,33.28402328,male,57,South,18,33
11405,16.21621704,female,55,South,12,37
11406,16.82692337,male,59,South,12,41
11407,13.46153831,male,27,South,12,9
11408,11.61057663,male,34,South,11,17
11409,28.84615326,male,31,South,18,7
11410,19.47115326,female,32,South,16,10
11411,15.38461494,male,44,South,12,26
11412,19.23077011,female,34,South,16,12
11413,17.22756386,male,55,South,12,37
11414,11.83431911,male,54,South,12,36
11415,11.53846169,male,29,South,12,11
11416,19.78022003,female,25,South,18,1
11417,16.82692337,female,30,South,13,11
11418,32.05128098,male,35,South,20,9
11419,35.7142868,male,48,South,16,26
11420,12.5,female,62,South,13,43
11421,48.07692337,male,31,South,16,9
11422,8.653845787,female,24,South,13,5
11423,6.730769157,female,21,South,13,2
11424,28.84615326,female,55,South,16,33
11425,31.25,male,57,South,18,33
11426,17.78846169,male,35,South,13,16
11427,20.67307663,female,62,South,12,44
11428,10.09615421,male,63,South,12,45
11429,12.01923084,female,23,South,13,4
11430,31.48269272,female,54,South,14,34
11431,31.73077011,female,46,South,18,22
11432,13.85000038,female,34,South,14,14
11433,17.4899044,female,46,South,12,28
11434,11,male,46,South,12,28
11435,8.706730843,male,51,South,12,33
11436,7.932692528,male,42,South,18,18
11437,24.03846169,female,43,South,14,23
11438,24.03846169,male,54,South,14,34
11439,8.17307663,female,51,South,18,27
11440,38.46154022,male,48,South,18,24
11441,38.46154022,female,47,South,18,23
11442,26.44230843,female,54,South,12,36
11443,13.46153831,male,29,South,13,10
11444,7.692307472,male,26,Northeast,12,8
11445,22.72727203,male,28,Northeast,12,10
11446,14.42307663,male,34,West,13,15
11447,2.747252703,female,48,South,12,30
11448,19.23077011,male,54,South,20,28
11449,14.42307663,female,26,South,16,4
11450,26.44230843,female,34,South,18,10
11451,23.07692337,male,37,South,16,15
11452,8.791209221,male,25,South,16,3
11453,13.24786282,male,29,Midwest,12,11
11454,10,female,40,South,10,24
11455,26.44230843,male,38,South,6,26
11456,15.38461494,male,59,South,12,41
11457,16.82692337,female,57,South,12,39
11458,15.38461494,female,25,South,16,3
11459,13.67521381,male,24,South,14,4
11460,31.97115326,male,43,South,20,17
11461,39.61538315,female,59,South,14,39
11462,48.80952454,male,32,South,13,13
11463,7.52314806,female,48,South,14,28
11464,7.846153736,male,57,South,12,39
11465,6.586057663,female,60,South,12,42
11466,34.96503448,male,38,South,13,19
11467,33.65384674,female,32,South,14,12
11468,17.09401703,female,47,South,13,28
11469,11.53846169,male,21,South,13,2
11470,20.19230843,male,48,South,12,30
11471,23.55769157,female,55,South,14,35
11472,6.730769157,female,31,South,12,13
11473,7.211538315,female,40,South,13,21
11474,48.07692337,male,54,South,14,34
11475,24.03846169,female,45,South,13,26
11476,19.23077011,female,57,South,13,38
11477,21.92307663,male,36,South,13,17
11478,7.692307472,female,24,South,12,6
11479,6.513647556,female,62,South,18,38
11480,5.342857361,male,26,South,12,8
11481,14.42307663,female,34,South,14,14
11482,21.63461494,female,45,South,12,27
11483,46.15384674,female,40,South,16,18
11484,4.807692528,male,21,South,12,3
11485,4.807692528,male,23,South,11,6
11486,4.807692528,male,38,South,13,19
11487,48.07932663,female,36,South,13,17
11488,10.57692337,male,51,South,14,31
11489,27.40384674,female,46,South,12,28
11490,8.653845787,male,45,South,10,29
11491,25.96153831,female,53,South,13,34
11492,10.57692337,male,42,South,11,25
11493,17.09401703,female,42,South,12,24
11494,14.9572649,male,42,South,14,22
11495,12.01923084,female,55,South,14,35
11496,17.62820435,female,45,South,16,23
11497,34.61538315,male,33,South,18,9
11498,19.23077011,female,32,South,19,7
11499,8.653845787,female,45,South,6,33
11500,12.01923084,male,29,South,13,10
11501,16.82692337,female,41,South,13,22
11502,20.67307663,male,36,South,13,17
11503,16.20370293,male,30,South,11,13
11504,21.15384674,male,61,South,12,43
11505,18.75,male,36,South,16,14
11506,3.653846264,male,46,South,8,32
11507,50.48077011,male,44,South,16,22
11508,53.84615326,male,46,South,14,26
11509,38.46154022,male,51,South,14,31
11510,7.5,female,41,South,10,25
11511,13.73626328,female,40,South,12,22
11512,25,male,58,South,12,40
11513,16.82692337,male,27,South,16,5
11514,35.57692337,male,59,South,12,41
11515,16.48351669,male,42,South,16,20
11516,12.25961494,female,39,South,13,20
11517,15.38461494,female,45,South,16,23
11518,15.38461494,male,49,South,12,31
11519,32.21154022,male,55,South,16,33
11520,43.26922989,male,53,South,16,31
11521,41.82692337,female,57,South,16,35
11522,29.9145298,female,58,South,18,34
11523,4.807692528,male,49,South,11,32
11524,24.03846169,male,42,South,12,24
11525,17.30769157,female,34,South,16,12
11526,22.30769157,male,35,South,16,13
11527,9.615385056,male,25,South,12,7
11528,17.30769157,female,42,South,13,23
11529,8.269230843,male,28,South,12,10
11530,36.32478714,male,41,West,18,17
11531,16.37254906,female,45,South,12,27
11532,36.05769348,male,46,South,12,28
11533,20.19230843,male,63,South,9,48
11534,19.87179565,female,51,South,12,33
11535,13.02083302,male,47,South,12,29
11536,12,female,51,South,12,33
11537,8.012820244,male,46,South,12,28
11538,30.76922989,male,40,South,12,22
11539,9.134614944,female,54,South,14,34
11540,8.509614944,male,32,South,12,14
11541,7.5,female,29,South,14,9
11542,3.365384579,male,48,South,12,30
11543,8.653845787,female,48,South,12,30
11544,7.211538315,male,21,South,8,7
11545,4.670329571,female,35,South,13,16
11546,15.48076916,male,50,South,6,38
11547,14.10256386,male,57,South,20,31
11548,4.834615231,female,27,South,12,9
11549,17.30769157,male,61,South,16,39
11550,19.23077011,male,30,South,14,10
11551,17.09401703,female,64,South,12,46
11552,17.30769157,female,61,South,12,43
11553,19,female,54,South,13,35
11554,12.57396412,male,51,South,18,27
11555,4.437870026,female,47,South,18,23
11556,19.97041512,male,50,South,12,32
11557,37.35206985,female,35,South,16,13
11558,26.62721825,male,38,South,16,16
11559,6.25,female,26,South,12,8
11560,24.23077011,male,61,South,14,41
11561,43.26922989,male,59,South,16,37
11562,28.84615326,female,38,South,18,14
11563,17.30769157,male,41,South,16,19
11564,41.82692337,female,53,South,20,27
11565,26.44230843,male,44,South,19,19
11566,8.875740051,female,31,South,12,13
11567,7.211538315,female,43,South,12,25
11568,13.87362671,male,38,South,12,20
11569,7.417582512,female,53,South,12,35
11570,13.73626328,male,39,South,9,24
11571,8.653845787,male,29,South,8,15
11572,21.63461494,female,39,South,20,13
11573,28.84615326,male,42,South,20,16
11574,8.180161476,female,54,South,12,36
11575,12.01923084,female,52,South,12,34
11576,9.543269157,male,24,South,12,6
11577,11.21794891,male,50,South,10,34
11578,9.615385056,female,35,South,12,17
11579,4.536324978,male,35,South,13,16
11580,12.01923084,female,23,South,12,5
11581,12.17948723,male,34,South,12,16
11582,14.18269253,male,55,South,12,37
11583,11.53846169,female,53,South,12,35
11584,21.63461494,female,55,South,14,35
11585,14.42307663,male,54,South,12,36
11586,57.69230652,male,31,Midwest,12,13
11587,24.03846169,female,45,Midwest,18,21
11588,15.38461494,female,53,Midwest,12,35
11589,8.653845787,male,53,Midwest,12,35
11590,24.03846169,male,54,Midwest,16,32
11591,28.125,male,32,South,12,14
11592,9.615385056,male,42,South,12,24
11593,25,female,45,South,16,23
11594,20.19230843,male,44,South,12,26
11595,23.55769157,female,38,South,14,18
11596,17.78846169,male,40,South,14,20
11597,11.53846169,female,52,South,12,34
11598,7.451922894,female,51,South,12,33
11599,11.00427341,female,38,South,12,20
11600,19.71153831,male,41,South,14,21
11601,12.74038506,female,41,South,14,21
11602,48.07692337,male,58,South,13,39
11603,15,male,55,South,12,37
11604,9.134614944,female,50,South,9,35
11605,18.26922989,male,35,South,16,13
11606,8.17307663,female,30,South,16,8
11607,19.23077011,male,45,South,20,19
11608,21.49038506,male,58,South,8,44
11609,16.54855728,male,41,South,12,23
11610,28.84615326,male,56,South,16,34
11611,14.9572649,female,30,South,14,10
11612,28.84615326,female,60,South,14,40
11613,10.48951054,male,45,South,16,23
11614,12.82051277,female,45,South,16,23
11615,6.25,female,36,South,12,18
11616,24.03846169,male,36,South,13,17
11617,7.211538315,male,43,South,12,25
11618,14.02243614,male,24,South,12,6
11619,13.67521381,male,42,Northeast,12,24
11620,14.79591846,female,32,Northeast,14,12
11621,18.09523773,male,35,Northeast,14,15
11622,24.03846169,male,54,Northeast,19,29
11623,11.53846169,female,24,Northeast,13,5
11624,8.012820244,male,43,Northeast,12,25
11625,24.03846169,male,47,Northeast,20,21
11626,2.067307711,female,21,Northeast,13,2
11627,18.46153831,male,51,Northeast,13,32
11628,43.26922989,female,49,Northeast,18,25
11629,32.05128098,female,34,Northeast,16,12
11630,14.42307663,male,34,Northeast,16,12
11631,20.83333397,male,45,Northeast,12,27
11632,13.69047642,male,56,Northeast,13,37
11633,13.46153831,male,46,Northeast,16,24
11634,12.5,female,48,Northeast,12,30
11635,11.875,female,26,Northeast,13,7
11636,7.211538315,male,44,South,12,26
11637,27.24855804,male,50,Northeast,14,30
11638,25,female,47,Northeast,12,29
11639,20,male,56,Northeast,12,38
11640,20.19230843,male,30,South,14,10
11641,13.70192337,male,41,South,13,22
11642,9.109312057,female,49,South,12,31
11643,15.14423084,female,53,South,16,31
11644,12.01923084,female,24,South,12,6
11645,12.01923084,male,24,South,12,6
11646,13.46153831,female,61,South,12,43
11647,39.42307663,male,42,South,18,18
11648,21.63461494,female,40,South,16,18
11649,14.42307663,male,58,South,16,36
11650,33.65384674,female,49,South,13,30
11651,14.65201473,male,52,South,13,33
11652,31.25,male,37,South,12,19
11653,19.23077011,female,40,South,16,18
11654,24.03846169,male,39,South,14,19
11655,19.23077011,female,37,South,16,15
11656,13.41681576,male,35,South,14,15
11657,10.57692337,male,58,South,12,40
11658,34.96503448,male,51,South,8,37
11659,9.615385056,female,35,South,12,17
11660,31.83760643,female,24,South,13,5
11661,31.25,male,35,South,16,13
11662,8,male,21,Northeast,12,3
11663,20,male,35,Northeast,9,20
11664,38.46154022,male,45,Northeast,16,23
11665,15.38461494,male,27,Northeast,12,9
11666,41.34615326,male,40,Northeast,16,18
11667,10.09615421,female,58,Northeast,12,40
11668,9.600000381,male,52,Northeast,12,34
11669,14.42307663,male,42,Northeast,16,20
11670,38.46154022,male,46,Northeast,16,24
11671,11.53846169,female,28,Northeast,14,8
11672,6.730769157,female,61,Northeast,12,43
11673,9.61490345,male,62,Northeast,6,50
11674,25,male,51,Northeast,16,29
11675,12.01923084,male,53,Northeast,12,35
11676,13.46153831,male,44,Northeast,18,20
11677,34.61538315,male,41,Northeast,18,17
11678,24.03846169,male,49,Northeast,12,31
11679,19.23077011,female,41,Northeast,12,23
11680,10.2564106,female,54,Northeast,16,32
11681,12.5,male,32,Northeast,12,14
